Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,0385729332,9780385729338,5,3.8,Delacorte Press,Hardcover,294,2001,2001,,10/7/2014,,,read,,,,1,,,0,,,,,
2120652,Love the One You're With,Emily Giffin,"Giffin, Emily",,0312348673,9780312348670,4,3.73,St. Martin's Press,Hardcover,342,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
42149,Baby Proof,Emily Giffin,"Giffin, Emily",,0312348649,9780312348649,5,3.73,St. Martin's Press,Hardcover,340,2006,2006,,10/7/2014,,,read,,,,1,,,0,,,,,
6063187,Twenties Girl,Sophie Kinsella,"Kinsella, Sophie",,0385342020,9780385342025,5,3.84,The Dial Press,Hardcover,435,2009,2009,,10/7/2014,,,read,,,,1,,,0,,,,,
1972800,"The Importance of Being Married (Jessica Wild, #1)",Gemma Townley,"Townley, Gemma",,0345499808,9780345499806,3,3.54,Ballantine Books,Paperback,337,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
129645,Cocktails for Three,Madeleine Wickham,"Wickham, Madeleine",,0312349998,9780312349998,3,3.44,Griffin,Paperback,301,2006,2000,,10/7/2014,,,read,,,,1,,,0,,,,,
12033455,I've Got Your Number,Sophie Kinsella,"Kinsella, Sophie",,0385342063,9780385342063,5,3.94,The Dial Press,Hardcover,433,2012,2011,,10/7/2014,,,read,,,,1,,,0,,,,,
14748,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,"Weiner, Jennifer",,0743418174,9780743418171,5,3.73,Washington Square Press,Paperback,376,2002,2001,,10/7/2014,,,read,,,,1,,,0,,,,,
14756,Goodnight Nobody,Jennifer Weiner,"Weiner, Jennifer",,0743470125,9780743470124,5,3.65,Washington Square Press,Paperback,387,2006,2005,,10/7/2014,,,read,,,,1,,,0,,,,,
827483,Little White Lies,Gemma Townley,"Townley, Gemma",,0345467574,9780345467577,4,3.66,Ballantine Books,Paperback,320,2005,2005,,10/7/2014,,,read,,,,1,,,0,,,,,
421549,Certain Girls (Cannie Shapiro #2),Jennifer Weiner,"Weiner, Jennifer",,0743294254,9780743294256,4,3.72,Atria Books,Hardcover,386,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
9418,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella,"Kinsella, Sophie",,0440241812,9780440241812,5,3.77,Dell Publishing Company,Paperback,387,2004,2001,,10/7/2014,,,read,,,,1,,,0,,,,,
42155,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,"Giffin, Emily",,0312323867,9780312323868,5,3.93,Griffin,Paperback,338,2006,2005,,10/7/2014,,,read,,,,1,,,0,,,,,
33724,Can You Keep a Secret?,Sophie Kinsella,"Kinsella, Sophie",,0440241901,9780440241904,5,3.84,Dell Publishing Company,Paperback,374,2005,2003,,10/7/2014,,,read,,,,1,,,0,,,,,
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,"Giffin, Emily",,031232118X,9780312321185,5,3.86,St. Martin's Press,Hardcover,322,2004,2004,,10/7/2014,,,read,,,,1,,,0,,,,,
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,"Weisberger, Lauren",,0307275558,9780307275554,3,3.76,Anchor Books,Paperback,432,2006,2003,,10/7/2014,,,read,,,,1,,,0,,,,,
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,"Kinsella, Sophie",,0440241413,9780440241416,5,3.66,Dell Publishing Company,Paperback,368,2003,2000,,10/7/2014,,,read,,,,1,,,0,,,,,
33722,The Undomestic Goddess,Sophie Kinsella,"Kinsella, Sophie",,0385338694,9780385338691,5,3.84,Dial Press Trade Paperback,Paperback,404,2006,2005,,10/7/2014,,,read,,,,1,,,0,,,,,
1358844,Remember Me?,Sophie Kinsella,"Kinsella, Sophie",,0593053893,9780593053898,5,3.79,Bantam,Hardcover,352,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
