Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
50998096,"Troubles in Paradise (Paradise, #3)",Elin Hilderbrand,"Hilderbrand, Elin",,0316435589,9780316435581,5,3.94,"Little, Brown and Company",Hardcover,352,2020,2020,1/29/2021,1/26/2021,,,read,,,,1,,,0,,,,,
46273542,The Two Lives of Lydia Bird,Josie Silver,"Silver, Josie",,,,4,3.79,Ballantine Books,Kindle Edition,432,2020,2020,1/26/2021,1/24/2021,,,read,,,,1,,,0,,,,,
43884998,"What Happens in Paradise (Paradise, #2)",Elin Hilderbrand,"Hilderbrand, Elin",,0316426075,9780316426077,4,4.02,"Little, Brown and Company",Hardcover,432,2019,2019,1/24/2021,1/20/2021,,,read,,,,1,,,0,,,,,
53524230,The Chicken Sisters,K.J. Dell'Antonia,"Dell'Antonia, K.J.",,,,5,3.44,G.P. Putnam's Sons,Kindle Edition,352,2020,2020,1/20/2021,1/16/2021,,,read,,,,1,,,0,,,,,
52195151,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,4,4.25,Riverhead Books,Kindle Edition,350,2020,2020,1/15/2021,1/11/2021,,,read,,,,1,,,0,,,,,
43925876,The Giver of Stars,Jojo Moyes,"Moyes, Jojo",,0399562486,9780399562488,5,4.27,Pamela Dorman Books,Hardcover,388,2019,2019,,2/2/2020,,,read,,,,1,,,0,,,,,
52867387,Beach Read,Emily Henry,"Henry, Emily",,1984806734,9781984806734,0,4.03,Berkley,Paperback,361,2020,2020,,1/18/2021,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
41837243,Lock Every Door,Riley Sager,"Sager, Riley",,,,0,3.91,Dutton,ebook,381,2019,2019,,1/18/2021,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
51815479,Where the Lost Wander,Amy Harmon,"Harmon, Amy",,,,0,4.4,Lake Union Publishing,Kindle Edition,343,2020,2020,,1/18/2021,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
40407141,What the Wind Knows,Amy Harmon,"Harmon, Amy",,,,0,4.31,Lake Union Publishing,Kindle Edition,411,2019,2019,,1/18/2021,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
52629521,Eliza Starts a Rumor,Jane L. Rosen,"Rosen, Jane L.",,0593102088,9780593102084,0,3.92,Berkley Books,Hardcover,320,2020,2020,,1/12/2021,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
51043761,Hadley & Grace,Suzanne Redfearn,"Redfearn, Suzanne",,,,0,3.98,Lake Union Publishing,Kindle Edition,344,2021,2021,,1/12/2021,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
49127421,"The Awakening (The Dragon Heart Legacy, #1)",Nora Roberts,"Roberts, Nora",,1250272610,9781250272614,0,4.28,St. Martin's Press,Hardcover,435,2020,2020,,1/11/2021,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
43666435,"Ask Again, Yes",Mary Beth Keane,"Keane, Mary Beth",,,,4,3.97,Scribner,Kindle Edition,400,2019,2019,1/11/2021,1/2/2021,,,read,,,,1,,,0,,,,,
24358259,Finding Audrey,Sophie Kinsella,"Kinsella, Sophie",,,,5,3.76,Delacorte Press,Kindle Edition,288,2015,2015,1/2/2021,10/18/2020,,,read,,,,1,,,0,,,,,
10987,"Voyager (Outlander, #3)",Diana Gabaldon,"Gabaldon, Diana",,0385335997,9780385335997,0,4.37,Delta,Paperback,870,2001,1993,,10/18/2020,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
5364,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,"Gabaldon, Diana",,0385335970,9780385335973,4,4.32,Bantam,Paperback,947,2001,1992,12/30/2020,10/18/2020,,,read,,,,1,,,0,,,,,
54415462,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,"Heughan, Sam",Graham McTavish,1529342007,9781529342000,4,4.17,Hodder & Stoughton,Hardcover,297,2020,2020,12/29/2020,11/15/2020,,,read,,,,1,,,0,,,,,
51197260,The Last Flight,Julie   Clark,"Clark, Julie",,,,5,4.12,Sourcebooks Landmark,Kindle Edition,320,2020,2020,12/26/2020,12/19/2020,,,read,,,,1,,,0,,,,,
51179832,"Fable (Fable, #1)",Adrienne Young,"Young, Adrienne",,,,5,4.14,Wednesday Books,Kindle Edition,361,2020,2020,12/18/2020,12/11/2020,,,read,,,,1,,,0,,,,,
43811209,Christmas Shopaholic,Sophie Kinsella,"Kinsella, Sophie",,1787631974,9781787631977,5,3.98,Bantam Press,Paperback,384,2019,2019,12/11/2020,12/1/2020,,,read,,,,1,,,0,,,,,
18379597,Applied Predictive Analytics: Principles and Techniques for the Professional Data Analyst,Dean Abbott,"Abbott, Dean",,111872769X,9781118727690,0,4.4,Wiley,ebook,464,2014,2014,,12/2/2020,,,read,,,,1,,,0,,,,,
15941378,"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die",Eric Siegel,"Siegel, Eric",,1118356853,9781118356852,0,3.67,John Wiley & Sons,Hardcover,302,2013,2013,,12/2/2020,,,read,,,,1,,,0,,,,,
279308,I Thought It Was Just Me: Women Reclaiming Power and Courage in a Culture of Shame,Brené Brown,"Brown, Brené",,1592402631,9781592402632,4,4.2,Gotham Books,Hardcover,305,2007,2007,,12/2/2020,,,read,,,,1,,,0,,,,,
40591267,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,"Hollis, Rachel",,1400209609,9781400209606,2,3.87,HarperCollins Leadership,Hardcover,240,2019,2019,,12/2/2020,,,read,,,,1,,,0,,,,,
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,1501154648,9781501154645,5,4.04,Atria Books,Hardcover,359,2018,2017,,2/4/2020,,,read,,,,1,,,0,,,,,
35883430,I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,"Brown, Austin Channing",,,,0,4.38,Convergent Books,Hardcover,185,2018,2018,,12/2/2020,,,read,,,,1,,,0,,,,,
40401992,The Islanders,Meg Mitchell Moore,"Moore, Meg Mitchell",,0062840088,9780062840080,0,3.84,William Morrow,ebook,416,2019,2019,,12/1/2020,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
50348372,Two Truths and a Lie,Meg Mitchell Moore,"Moore, Meg Mitchell",,,,5,3.68,William Morrow,Kindle Edition,336,2020,2020,12/1/2020,11/22/2020,,,read,,,,1,,,0,,,,,
8540454,"The Short Second Life of Bree Tanner (Twilight, #3.5)",Stephenie Meyer,"Meyer, Stephenie",,,,5,3.51,"Little, Brown Books for Young Readers",Kindle Edition,213,2010,2009,11/22/2020,11/17/2020,,,read,,,,1,,,0,,,,,
29868610,Scrappy Little Nobody,Anna Kendrick,"Kendrick, Anna",,1501117203,9781501117206,5,3.86,Gallery Books,Hardcover,275,2016,2016,11/17/2020,11/15/2020,,,read,,,,1,,,0,,,,,
40731965,The Rules of Magic,Alice Hoffman,"Hoffman, Alice",,,,3,3.97,Simon & Schuster; Reprint edition,Kindle Edition,385,2017,2017,11/9/2020,2/4/2020,reese-bookclub,reese-bookclub (#3),read,,,,1,,,0,,,,,
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,0440242940,9780440242949,5,4.23,Dell Publishing Company,Mass Market Paperback,850,2005,1991,10/30/2020,10/4/2020,,,read,,,,1,,,0,,,,,
33597976,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,,,0,3.97,Reagan Arthur Books,Kindle Edition,404,2012,2012,,10/23/2020,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
1709407,"Lord John and the Hellfire Club (Lord John Grey, #0.5)",Diana Gabaldon,"Gabaldon, Diana",Jeff Woodman,140255981X,9781402559815,0,3.83,Recorded Books,Audio CD,2,2003,1998,,10/18/2020,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
50163460,Besieged (Lord John Grey #3.75),Diana Gabaldon,"Gabaldon, Diana",Jeff Woodman,,,0,3.65,Recorded Books,Audiobook,,2018,2018,,10/18/2020,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
32739396,"Seven Stones to Stand or Fall (Outlander 0.5, 7.5 & 8.5)",Diana Gabaldon,"Gabaldon, Diana",,0385689551,9780385689557,0,4.25,Doubleday Canada,Hardcover,526,2017,2017,,10/18/2020,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
17620728,A Plague of Zombies (Lord John Grey #3.5),Diana Gabaldon,"Gabaldon, Diana",,0345546466,9780345546463,0,3.99,Dell,ebook,94,2013,2011,,10/18/2020,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
13422194,"The Custom of the Army (Lord John Grey, #2.75)",Diana Gabaldon,"Gabaldon, Diana",Jeff Woodman,0345541022,9780345541024,0,4.03,Dell,ebook,76,2012,2010,,10/18/2020,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
50106948,"Lord John and the Haunted Soldier (Lord John Grey, #2.5)",Diana Gabaldon,"Gabaldon, Diana",,,,0,3.73,,Kindle Edition,100,2007,,,10/18/2020,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
49885278,"Lord John and the Succubus (Lord John Grey, #1.5)",Diana Gabaldon,"Gabaldon, Diana",,,,0,3.78,,Kindle Edition,100,2003,,,10/18/2020,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
8533018,"The Scottish Prisoner (Lord John Grey, #3)",Diana Gabaldon,"Gabaldon, Diana",,1409135195,9781409135197,0,4.21,Orion Publishing Group,Paperback,560,2012,2011,,10/18/2020,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
41502,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",Diana Gabaldon,"Gabaldon, Diana",,0385337493,9780385337496,0,3.9,Delacorte Press,Hardcover,494,2007,2007,,10/18/2020,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
10990,"Lord John and the Private Matter (Lord John Grey, #1)",Diana Gabaldon,"Gabaldon, Diana",,0770429459,9780770429454,0,3.71,Seal,Mass Market Paperback,368,2005,2003,,10/18/2020,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
11710373,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"Gabaldon, Diana",,0385344430,9780385344432,0,4.53,Delacorte Press,Hardcover,825,2014,2014,,10/18/2020,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
2832909,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,"Gabaldon, Diana",,0752898477,9780752898476,0,4.42,Orion,Hardcover,820,2010,2009,,10/18/2020,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
10965,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,"Gabaldon, Diana",,0385340397,9780385340397,0,4.42,Delta,Paperback,993,2006,2005,,10/18/2020,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
10967,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,"Gabaldon, Diana",Janos Farkas,0440221668,9780440221661,0,4.22,Dell,Mass Market Paperback,1443,2005,2001,,10/18/2020,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
40909452,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,"Gabaldon, Diana",,0525618732,9780525618737,0,4.32,Bantam,Paperback,928,2018,1996,,10/18/2020,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
32051912,The Alice Network,Kate Quinn,"Quinn, Kate",,0062654195,9780062654199,0,4.27,William Morrow Paperbacks,Paperback,503,2017,2017,,10/18/2020,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
53497963,Kindle Paperwhite User’s Guide,Amazon,"Amazon, Amazon",,,,0,3.77,,Kindle Edition,,2019,2011,6/9/2020,6/7/2020,,,read,,,,1,,,0,,,,,
30343512,Stone Song (The Isle of Destiny #1),Tricia O'Malley,"O'Malley, Tricia",,,,4,4.25,,Kindle Edition,296,2016,2016,10/10/2020,9/26/2020,,,read,,,,1,,,0,,,,,
51037979,In an Instant,Suzanne Redfearn,"Redfearn, Suzanne",,,,0,4.35,Lake Union Publishing,Kindle Edition,326,2020,2020,,10/4/2020,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
29219252,"Virgins (Outlander, #0.5)",Diana Gabaldon,"Gabaldon, Diana",,,,5,3.93,Dell,Kindle Edition,86,2016,2013,10/2/2020,9/29/2020,,,read,,,,1,,,0,,,,,
44675807,The Last House Guest,Megan Miranda,"Miranda, Megan",,1501165380,9781501165382,5,3.6,Simon  Schuster,Paperback,368,2020,2019,,3/20/2020,,,read,,,,1,,,0,,,,,
17571290,The Runaway Wife,Rowan Coleman,"Coleman, Rowan",,1476725233,9781476725239,0,3.71,Gallery Books,Paperback,408,2013,2012,,9/6/2015,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,0,4.32,Scribner,Hardcover,531,2014,2014,,4/7/2017,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
42731455,Mrs. Everything,Jennifer Weiner,"Weiner, Jennifer",,,,0,3.85,Atria Books,Kindle Edition,480,2019,2019,,9/12/2020,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
45163258,Such a Fun Age,Kiley Reid,"Reid, Kiley",,,,5,3.85,G.P. Putnam's Sons,Kindle Edition,320,2019,2019,9/12/2020,2/4/2020,reese-bookclub,reese-bookclub (#2),read,,,,1,,,0,,,,,
29698573,A Different Blue,Amy Harmon,"Harmon, Amy",,,,5,4.22,CreateSpace,Paperback,368,2016,2013,2/27/2018,1/17/2018,,,read,,,,1,,,0,,,,,
37499069,Still Lives,Maria Hummel,"Hummel, Maria",,,,3,3.29,Counterpoint,Kindle Edition,288,2018,2018,7/5/2020,2/4/2020,reese-bookclub,reese-bookclub (#10),read,,,,1,,,0,,,,,
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,,,3,3.86,William Morrow,Kindle Edition,319,2020,2020,7/28/2020,7/18/2020,,,read,,,,1,,,0,,,,,
46128213,The Cactus,Sarah  Haywood,"Haywood, Sarah",,,,2,3.62,Park Row,Kindle Edition,292,2018,2018,8/2/2020,2/4/2020,reese-bookclub,reese-bookclub (#7),read,,,,1,,,0,,,,,
49237241,The Wife Stalker,Liv Constantine,"Constantine, Liv",,,,4,3.67,HarperCollins Publishers,Kindle Edition,320,2020,2020,8/29/2020,8/22/2020,,,read,,,,1,,,0,,,,,
45714291,The Jetsetters,Amanda Eyre Ward,"Ward, Amanda Eyre",,,,5,3.13,Ballantine Books,Kindle Edition,318,2020,2020,8/22/2020,3/14/2020,reese-bookclub,reese-bookclub (#12),read,,,,1,,,0,,,,,
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,,,0,4.37,St. Martin's Press,Hardcover,464,2021,2021,,8/17/2020,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
42660306,Conviction,Denise Mina,"Mina, Denise",,,,5,3.56,"Little, Brown and Company",Kindle Edition,240,2019,2019,8/11/2020,2/4/2020,reese-bookclub,reese-bookclub (#4),read,,,,1,,,0,,,,,
44908618,Mr. Nobody,Catherine Steadman,"Steadman, Catherine",,,,5,3.6,Ballantine Books,Kindle Edition,368,2020,2020,7/14/2020,2/13/2020,,,read,,,,1,,,0,,,,,
43348622,The Last House Guest,Megan Miranda,"Miranda, Megan",,,,5,3.6,Simon & Schuster,Kindle Edition,353,2019,2019,6/28/2020,2/4/2020,reese-bookclub,reese-bookclub (#6),read,,,,1,,,0,,,,,
42283286,Summer of '69,Elin Hilderbrand,"Hilderbrand, Elin",,0316420018,9780316420013,5,3.96,"Little, Brown and Company",Hardcover,432,2019,2019,6/30/2020,6/3/2020,,,read,,,,1,,,0,,,,,
42731451,Whisper Network,Chandler Baker,"Baker, Chandler",,,,3,3.62,Flatiron Books,Kindle Edition,320,2019,2019,6/20/2020,2/4/2020,reese-bookclub,reese-bookclub (#5),read,,,,1,,,0,,,,,
36043027,"You Think It, I'll Say It",Curtis Sittenfeld,"Sittenfeld, Curtis",,,,5,3.69,Random House,Kindle Edition,226,2018,2017,6/9/2020,6/7/2020,,,read,,,,1,,,0,,,,,
36388243,Something in the Water,Catherine Steadman,"Steadman, Catherine",,1524797189,9781524797188,4,3.59,Ballantine,Hardcover,342,2018,2018,6/3/2020,2/4/2020,,,read,,,,1,,,0,,,,,
41150498,The Scent Keeper,Erica Bauermeister,"Bauermeister, Erica",,125020013X,9781250200136,5,3.94,St. Martin's Press,Hardcover,311,2019,2019,5/19/2020,2/5/2020,reese-bookclub,reese-bookclub (#11),read,,,,1,,,0,,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",Luise Helm,0735219117,9780735219113,5,4.46,G.P. Putnam’s Sons,ebook,384,2018,2018,5/5/2020,12/7/2018,reese-bookclub,reese-bookclub (#1),read,,,,1,,,0,,,,,
16171291,The Silent Wife,A.S.A. Harrison,"Harrison, A.S.A.",,0143123238,9780143123231,2,3.32,Penguin Books,Paperback,326,2013,2013,,2/27/2020,,,read,,,,1,,,0,,,,,
34043643,The Last Mrs. Parrish,Liv Constantine,"Constantine, Liv",,0062688162,9780062688163,5,3.91,HarperLuxe,Paperback,560,2017,2017,2/10/2020,2/4/2020,,,read,,,,1,,,0,,,,,
34374628,Next Year in Havana,Chanel Cleeton,"Cleeton, Chanel",,0399586687,9780399586682,0,3.93,Berkley,Paperback,361,2018,2018,,2/4/2020,"to-read, reese-bookclub","to-read (#7), reese-bookclub (#9)",to-read,,,,0,,,0,,,,,
45046527,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,,,0,4.34,Flatiron Books,Hardcover,459,2020,2020,,2/4/2020,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
38255337,One Day in December,Josie Silver,"Silver, Josie",,,,4,3.93,Ballantine Books,Paperback,393,2018,2018,2/4/2020,12/7/2018,,,read,,,,1,,,0,,,,,
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,0307341569,9780307341563,5,3.93,Shaye Areheart Books,Hardcover,349,2009,2009,,1/31/2020,,,read,,,,1,,,0,,,,,
29578044,Losing Cadence,Laura  Lovett,"Lovett, Laura",,1491788518,9781491788516,5,4.15,iUniverse,Paperback,252,2016,2016,,10/21/2018,,,read,,,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,0307592731,9780307592736,5,4.02,Knopf,Hardcover,315,2012,2012,8/7/2015,6/4/2015,,,read,,,,1,,,0,,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,5,4.09,Penguin Press,Hardcover,338,2017,2017,,11/4/2019,,,read,,,,1,,,0,,,,,
32956365,The Light We Lost,Jill Santopolo,"Santopolo, Jill",,0735212759,9780735212756,2,3.87,G.P. Putnam's Sons,Hardcover,328,2017,2017,,11/4/2019,,,read,,,,1,,,0,,,,,
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,0735220689,9780735220683,5,4.27,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,,11/4/2019,,,read,,,,1,,,0,,,,,
18161265,How to Fall in Love,Cecelia Ahern,"Ahern, Cecelia",,000735049X,9780007350490,0,4,HarperCollins Publishers Ltd,Hardcover,327,2013,2013,,3/18/2019,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
20949430,Silver Bay,Jojo Moyes,"Moyes, Jojo",,0143126482,9780143126485,5,3.74,Penguin Books,Paperback,338,2014,2007,,3/17/2019,,,read,,,,1,,,0,,,,,
41839602,"Still Me (Me Before You, #3)",Jojo Moyes,"Moyes, Jojo",,039956246X,9780399562464,5,4.13,Penguin Books,Paperback,469,2018,2018,,3/17/2019,,,read,,,,1,,,0,,,,,
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,1250069823,9781250069825,3,3.51,Flatiron Books,Hardcover,453,2018,2018,3/17/2019,12/7/2018,,,read,,,,1,,,0,,,,,
36422436,Finding Sophie,Laura  Lovett,"Lovett, Laura",,1773740040,9781773740041,0,4.75,Cascadia,Hardcover,,2017,,,10/21/2018,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
16071745,"Someday, Someday, Maybe",Lauren Graham,"Graham, Lauren",,0345532740,9780345532749,0,3.52,Ballantine Books,Hardcover,340,2013,2013,,2/26/2017,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,"Graham, Lauren",,0425285170,9780425285176,5,3.94,Ballantine Books,Hardcover,205,2016,2016,,1/7/2017,,,read,,,,1,,,0,,,,,
7726892,The Island,Elin Hilderbrand,"Hilderbrand, Elin",,0316043877,9780316043878,5,3.9,Reagan Arthur Books,Hardcover,416,2010,2010,,10/7/2014,,,read,,,,1,,,0,,,,,
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,0007524277,9780007524273,2,3.62,HarperCollins Children's Book's,Paperback,526,2013,2013,9/26/2016,7/14/2016,,,read,,,,1,,,0,,,,,
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,0385737947,9780385737944,0,4.03,Delacorte Press,Hardcover,384,2009,2009,,7/14/2016,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
23438288,"Flawed (Flawed, #1)",Cecelia Ahern,"Ahern, Cecelia",,1250074118,9781250074119,0,4.11,Feiwel and Friends,Hardcover,336,2016,2016,,3/29/2016,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
6080822,The Castaways,Elin Hilderbrand,"Hilderbrand, Elin",,0316043893,9780316043892,0,3.72,Little Brown and Company,Hardcover,359,2009,2009,,10/7/2014,,,read,,,,1,,,0,,,,,
17407748,The Longest Ride,Nicholas Sparks,"Sparks, Nicholas",,1455520659,9781455520657,5,4.15,Grand Central Publishing,Hardcover,398,2013,2012,,4/25/2015,,,read,,,,1,,,0,,,,,
18656006,The Matchmaker,Elin Hilderbrand,"Hilderbrand, Elin",,0316099759,9780316099752,5,3.86,"Little, Brown and Company",Hardcover,368,2014,2014,,10/7/2014,,,read,,,,1,,,0,,,,,
16131025,Beautiful Day,Elin Hilderbrand,"Hilderbrand, Elin",,0316099783,9780316099783,5,3.79,Reagan Arthur Books,Hardcover,416,2013,2013,,10/7/2014,,,read,,,,1,,,0,,,,,
12987977,Where We Belong,Emily Giffin,"Giffin, Emily",,0312554192,9780312554194,4,3.88,St. Martin's Press,Hardcover,372,2012,2012,,10/7/2014,,,read,,,,1,,,0,,,,,
297134,The Things We Do for Love,Kristin Hannah,"Hannah, Kristin",,0345467515,9780345467515,4,4.08,Ballantine Books,Paperback,464,2009,2004,,10/7/2014,,,read,,,,1,,,0,,,,,
13184572,The Next Best Thing,Jennifer Weiner,"Weiner, Jennifer",,,,4,3.48,Atria Books,Kindle Edition,400,2012,2012,,10/7/2014,,,read,,,,1,,,0,,,,,
6066819,Best Friends Forever,Jennifer Weiner,"Weiner, Jennifer",,0743294297,9780743294294,4,3.5,Atria Books,Hardcover,368,2009,2009,,10/7/2014,,,read,,,,1,,,0,,,,,
9503336,Silver Girl,Elin Hilderbrand,"Hilderbrand, Elin",,031609966X,9780316099660,5,3.91,Reagan Arthur Books,Hardcover,416,2011,2011,,10/7/2014,,,read,,,,1,,,0,,,,,
12799058,Summerland,Elin Hilderbrand,"Hilderbrand, Elin",,,,5,3.86,Reagan Arthur Books,Kindle Edition,400,2012,2012,,10/7/2014,,,read,,,,1,,,0,,,,,
2285777,A Summer Affair,Elin Hilderbrand,"Hilderbrand, Elin",,0316018600,9780316018609,5,3.68,Little Brown and Company,Hardcover,408,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
152695,The Blue Bistro,Elin Hilderbrand,"Hilderbrand, Elin",,0312992629,9780312992620,5,3.99,St. Martin's Press,Paperback,356,2019,2005,,10/7/2014,,,read,,,,1,,,0,,,,,
16044981,"Fly Away (Firefly Lane, #2)",Kristin Hannah,"Hannah, Kristin",,0312577214,9780312577216,4,3.97,St. Martin's Press,Hardcover,400,2013,2013,,10/7/2014,,,read,,,,1,,,0,,,,,
217436,On Mystic Lake,Kristin Hannah,"Hannah, Kristin",,0345471172,9780345471178,5,3.91,Ballantine Books,Paperback,448,2004,1999,,10/7/2014,,,read,,,,1,,,0,,,,,
3975186,True Colors,Kristin Hannah,"Hannah, Kristin",,0312364105,9780312364106,5,3.97,St. Martin's Press,Hardcover,344,2009,2009,,10/7/2014,,,read,,,,1,,,0,,,,,
712313,Barefoot,Elin Hilderbrand,"Hilderbrand, Elin",,0316018589,9780316018586,5,3.78,"Little, Brown and Company",Hardcover,416,2007,2007,,10/7/2014,,,read,,,,1,,,0,,,,,
12022079,Home Front,Kristin Hannah,"Hannah, Kristin",,0312577206,9780312577209,5,4.13,St. Martin's Press,Hardcover,390,2012,2012,,10/7/2014,,,read,,,,1,,,0,,,,,
8949352,Night Road,Kristin Hannah,"Hannah, Kristin",,0312364423,9780312364427,5,4.18,St. Martin's Press,Hardcover,385,2011,2011,,10/7/2014,,,read,,,,1,,,0,,,,,
1472878,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,"Hannah, Kristin",,0312364083,9780312364083,5,4.11,St. Martin's Press,Hardcover,479,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
6668467,Winter Garden,Kristin Hannah,"Hannah, Kristin",,0312364121,9780312364120,5,4.19,St. Martin's Press,Hardcover,454,2010,2010,,10/7/2014,,,read,,,,1,,,0,,,,,
147865,"Love, Rosie",Cecelia Ahern,"Ahern, Cecelia",,0786891084,9780786891085,5,3.94,Hachette Books,Paperback,512,2006,2004,,10/7/2014,,,read,,,,1,,,0,,,,,
217433,Home Again,Kristin Hannah,"Hannah, Kristin",,0449226352,9780449226353,5,3.9,Ballantine Books,Paperback,448,1996,1996,,10/7/2014,,,read,,,,1,,,0,,,,,
675905,Summer People,Elin Hilderbrand,"Hilderbrand, Elin",,0312997191,9780312997199,5,3.92,St. Martin's Press,Paperback,352,2012,2003,,10/7/2014,,,read,,,,1,,,0,,,,,
297135,Summer Island,Kristin Hannah,"Hannah, Kristin",,0345483448,9780345483447,5,3.97,Ballantine Books,Paperback,448,2004,2001,,10/7/2014,,,read,,,,1,,,0,,,,,
1402668,The Gatecrasher,Madeleine Wickham,"Wickham, Madeleine",,0312361270,9780312361273,4,3.28,Thomas Dunne Books,Hardcover,296,2007,1998,,10/7/2014,,,read,,,,1,,,0,,,,,
7227174,Fly Away Home,Jennifer Weiner,"Weiner, Jennifer",,0743294270,9780743294270,4,3.69,Atria Books,Hardcover,401,2010,2010,,10/7/2014,,,read,,,,1,,,0,,,,,
7415016,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,"Kinsella, Sophie",,0385342047,9780385342049,5,3.72,Dial Press,Hardcover,418,2010,2010,,10/7/2014,,,read,,,,1,,,0,,,,,
426775,Chasing Harry Winston,Lauren Weisberger,"Weisberger, Lauren",,0743290119,9780743290111,2,3.35,Simon & Schuster,Hardcover,288,2008,2008,,10/7/2014,,,read,,,,1,,,0,,,,,
7114761,Heart of the Matter,Emily Giffin,"Giffin, Emily",,0312554168,9780312554163,5,3.73,St. Martin's Press,Hardcover,368,2010,2010,,10/7/2014,,,read,,,,1,,,0,,,,,
17910611,Wedding Night,Sophie Kinsella,"Kinsella, Sophie",,0812984277,9780812984279,5,3.44,Dial Press,Paperback,464,2014,2013,,10/7/2014,,,read,,,,1,,,0,,,,,
